State	StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	Collected.By	X	X.1	Species	Subphylum	Genus	Region
Alaska	yHKS562	Nakazawaea anatomiae	Nakazawaea	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	From same bag as #206	#205	a	YHKS_#205	30	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS562	Nakazawaea anatomiae/populi sp. complex	Saccharomycotina	Nakazawaea	Arctic
Alaska	yHKS563	Nakazawaea anatomiae/populi	Nakazawaea	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	From same bag as #205	#206	a	YHKS_#206	30	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS563	Nakazawaea anatomiae/populi sp. complex	Saccharomycotina	Nakazawaea	Arctic
Alaska	yHKS638	Mrakia sp.	Mrakia	Basidiomycota	60.691550, -151.289609	60.69155	-151.289609	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	From same bag as #210	#211	b	YHKS_#211	10	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS638	Mrakia sp.	Basidiomycota	Mrakia	Arctic
Alaska	yHQL533	Lecythophora sp.	Lecythophora	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Tree	Plant Matter	Bark	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	NA	QL#35	a	YHQL_QL#35	30	Coeur d'Alene campground, Chugach National Forest, AK	Mel Langdon	TRUE	yHQL533	Lecythophora sp.	Pezizomycotina	Lecythophora	Arctic
Alaska	yHKS565	Nakazawaea anatomiae	Nakazawaea	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Tree	Plant Matter	Bark	NA	NA	NA	NA	Alnus	Alnus sp.	Alder	NA	From same bag as #207	#208	a	YHKS_#208	30	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS565	Nakazawaea anatomiae/populi sp. complex	Saccharomycotina	Nakazawaea	Arctic
Alaska	yHQL537	Coniochaeta hoffmannii	Coniochaeta	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	NA	QL#37	b	YHQL_QL#37	30	Coeur d'Alene campground, Chugach National Forest, AK	Mel Langdon	TRUE	yHQL537	Coniochaeta hoffmannii	Pezizomycotina	Coniochaeta	Arctic
Alaska	yHQL532	Lecythophora sp.	Lecythophora	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Plant	Moss	Moss	NA	NA	NA	NA	Tortula	Tortula ruralis	Twisted Moss	NA	NA	QL#33	b	YHQL_QL#33	30	Coeur d'Alene campground, Chugach National Forest, AK	Mel Langdon	TRUE	yHQL532	Lecythophora sp.	Pezizomycotina	Lecythophora	Arctic
Alaska	yHQL547	Scleroconidioma sphagnicola	Scleroconidioma	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Lichen	Lichen	Lichen	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	QL#34	a	YHQL_QL#34	22	Coeur d'Alene campground, Chugach National Forest, AK	Mel Langdon	TRUE	yHQL547	Scleroconidioma sphagnicola	Pezizomycotina	Scleroconidioma	Arctic
Alaska	yHQL471	Lachancea nothofagi	Lachancea	Ascomycota	58.110718, -135.439694	58.110718	-135.439694	Tree	Soil/Plant Matter	Soil/Bark	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	hemlock soil/bark	KS#303	a	YHQL_KS#303	10	Hoonah Island, Alaska	parents of Ryan Mority	TRUE	yHQL471	Lachancea nothofagi	Saccharomycotina	Lachancea	Arctic
Alaska	yHQL551	Scleroconidioma sphagnicola	Scleroconidioma	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Lichen	Lichen	Lichen	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	QL#36	a	YHQL_QL#36	22	Coeur d'Alene campground, Chugach National Forest, AK	Mel Langdon	TRUE	yHQL551	Scleroconidioma sphagnicola	Pezizomycotina	Scleroconidioma	Arctic
Alaska	yHKS568	Candida sp.	Candida	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	From same bag as #211	#210	a	YHKS_#210	22	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS568	Candida sp.	Saccharomycotina	Candida	Arctic
Alaska	yHKS560	Wickerhamomyces anomalus	Wickerhamomyces	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	#202	a	YHKS_#202	30	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Jacob Barnes	TRUE	yHKS560	Wickerhamomyces anomalus	Saccharomycotina	Wickerhamomyces	Arctic
Alaska	yHKS637	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	From same bag as #211	#210c	c	YHKS_#210c	10	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS637	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes	Arctic
Alaska	yHQL531	Lecythophora sp.	Lecythophora	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Plant	Moss	Moss	NA	NA	NA	NA	Tortula	Tortula ruralis	Twisted Moss	NA	NA	QL#33	a	YHQL_QL#33	30	Coeur d'Alene campground, Chugach National Forest, AK	Mel Langdon	TRUE	yHQL531	Lecythophora sp.	Pezizomycotina	Lecythophora	Arctic
Alaska	yHKS556	Nakazawaea anatomiae	Nakazawaea	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Alnus	Alnus sp.	Alder	NA	From same bag as #208	#207	a	YHKS_#207	22	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS556	Nakazawaea anatomiae/populi sp. complex	Saccharomycotina	Nakazawaea	Arctic
Alaska	yHQL549	Talaromyces amestolkiae	Talaromyces	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Tree	Plant Matter	Bark	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	NA	QL#35	b	YHQL_QL#35	22	Coeur d'Alene campground, Chugach National Forest, AK	Mel Langdon	TRUE	yHQL549	Talaromyces amestolkiae	Pezizomycotina	Talaromyces	Arctic
Alaska	yHKS552	Sydowia polyspora	Sydowia	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Tree	Plant Matter	Needles	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	#203	a	YHKS_#203	22	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS552	Sydowia polyspora	Pezizomycotina	Sydowia	Arctic
Alaska	yHKS559	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	From same bag as #210	#211	a	YHKS_#211	22	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS559	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes	Arctic
Alaska	yHQL538	Rhodotorula mucilaginosa	Rhodotorula	Basidiomycota	60.850069, -149.534257	60.850069	-149.534257	Tree	Plant Matter	Twigs	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	Fern	fern and hemlock	QL#38	a	YHQL_QL#38	30	Coeur d'Alene campground, Chugach National Forest, AK	Mel Langdon	TRUE	yHQL538	Rhodotorula mucilaginosa	Basidiomycota	Rhodotorula	Arctic
Alaska	yHQL535	Lecythophora sp.	Lecythophora	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Lichen	Lichen	Lichen	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	QL#36	b	YHQL_QL#36	30	Coeur d'Alene campground, Chugach National Forest, AK	Mel Langdon	TRUE	yHQL535	Lecythophora sp.	Pezizomycotina	Lecythophora	Arctic
Alaska	yHKS633	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Populus	Populus sp.	Aspen	NA	From same bag as #196	#197	a	YHKS_#197	10	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Jacob Barnes	TRUE	yHKS633	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes	Arctic
Alaska	yHQL472	Leucosporidium scottii	Leucosporidium	Basidiomycota	56.463269, -132.379573	56.463269	-132.379573	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Populus	Populus sp.	Aspen	NA	NA	KS#305	a	YHQL_KS#305	10	Wrangell Beach, AK	parents of Ryan Mority	TRUE	yHQL472	Leucosporidium scottii	Basidiomycota	Leucosporidium	Arctic
Alaska	yHQL552	Candida zeylanoides	Candida	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Tree	Plant Matter	Twigs	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	NA	QL#38	a	YHQL_QL#38	22	Coeur d'Alene campground, Chugach National Forest, AK	Mel Langdon	TRUE	yHQL552	Candida zeylanoides	Saccharomycotina	Candida	Arctic
Alaska	yHKS636	Nakazawaea anatomiae	Nakazawaea	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Tree	Plant Matter	Bark	NA	NA	NA	NA	Alnus	Alnus sp.	Alder	NA	From same bag as #207	#208	a	YHKS_#208	10	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS636	Nakazawaea anatomiae/populi sp. complex	Saccharomycotina	Nakazawaea	Arctic
Alaska	yHKS555	Nakazawaea anatomiae/populi	Nakazawaea	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	From same bag as #205	#206	a	YHKS_#206	22	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS555	Nakazawaea anatomiae/populi sp. complex	Saccharomycotina	Nakazawaea	Arctic
Alaska	yHKS625	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Populus	Populus sp.	Aspen	NA	From same bag as #197	#196	a	YHKS_#196	10	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Jacob Barnes	TRUE	yHKS625	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes	Arctic
Alaska	yHKS557	Nakazawaea anatomiae	Nakazawaea	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Tree	Plant Matter	Bark	NA	NA	NA	NA	Alnus	Alnus sp.	Alder	NA	From same bag as #207	#208	a	YHKS_#208	22	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS557	Nakazawaea anatomiae/populi sp. complex	Saccharomycotina	Nakazawaea	Arctic
Alaska	yHQL413	Lecythophora sp.	Lecythophora	Ascomycota	60.962500, -149.050278	60.9625	-149.050278	Tree	Soil	Soil	NA	NA	NA	NA	Alnus	Alnus sp.	Alder	Fern	soil near alder, ferns, and devils club in avalacch path	QL#14	a	YHQL_QL#14	30	Winner Creek Valley, Girdwood, AK	Mel Langdon	TRUE	yHQL413	Lecythophora sp.	Pezizomycotina	Lecythophora	Arctic
Alaska	yHKB45	Candida sake	Candida	Ascomycota	60.4789127:-150.3230643	60.4789127	-150.3230643	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	Uncultured	8G	a	YHKB_8G	22	Engineer Lake, AK	NA	TRUE	yHKB45	Candida sake	Saccharomycotina	Candida	Arctic
Alaska	yHKS627	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula papyrifera	White Birch	NA	From same bag as #198	#199	a	YHKS_#199	10	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Jacob Barnes	TRUE	yHKS627	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes	Arctic
Alaska	yHKS547	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Populus	Populus sp.	Aspen	NA	From same bag as #196	#197	a	YHKS_#197	22	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Jacob Barnes	TRUE	yHKS547	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes	Arctic
Alaska	yHKS553	Tremella encephala	Tremella	Basidiomycota	60.691550, -151.289609	60.69155	-151.289609	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	#204	a	YHKS_#204	22	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS553	Tremella encephala	Basidiomycota	Tremella	Arctic
Alaska	yHKS551	Sydowia polyspora	Sydowia	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Picea	Picea sp.	Spruce	NA	From same bag as #200	#201	a	YHKS_#201	22	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Jacob Barnes	TRUE	yHKS551	Sydowia polyspora	Pezizomycotina	Sydowia	Arctic
Alaska	yHKS654	Nakazawaea populi	Nakazawaea	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	From same bag as #205	#206	a	YHKS_#206	10	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS654	Nakazawaea anatomiae/populi sp. complex	Saccharomycotina	Nakazawaea	Arctic
Alaska	yHKS631	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	From same bag as #211	#210b	b	YHKS_#210b	10	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS631	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes	Arctic
Alaska	yHQL534	Lecythophora sp.	Lecythophora	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Lichen	Lichen	Lichen	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	QL#36	a	YHQL_QL#36	30	Coeur d'Alene campground, Chugach National Forest, AK	Mel Langdon	TRUE	yHQL534	Lecythophora sp.	Pezizomycotina	Lecythophora	Arctic
Alaska	yHQL467	Peterozyma toletana	Peterozyma	Ascomycota	58.110718, -135.439694	58.110718	-135.439694	Animal	Bird	Feather	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	KS#299	a	YHQL_KS#299	10	Hoonah Island, Alaska	parents of Ryan Mority	TRUE	yHQL467	Peterozyma toletana	Saccharomycotina	Peterozyma	Arctic
Alaska	yHKS550	Sydowia polyspora	Sydowia	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Tree	Plant Matter	Needles	NA	NA	NA	NA	Picea	Picea sp.	Spruce	NA	From same bag as #201	#200	a	YHKS_#200	22	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Jacob Barnes	TRUE	yHKS550	Sydowia polyspora	Pezizomycotina	Sydowia	Arctic
Alaska	yHKS634	Candida sake	Candida	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	#202	b	YHKS_#202	10	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Jacob Barnes	TRUE	yHKS634	Candida sake	Saccharomycotina	Candida	Arctic
Alaska	yHQL550	Talaromyces amestolkiae	Talaromyces	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Tree	Plant Matter	Bark	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	NA	QL#35	c	YHQL_QL#35	22	Coeur d'Alene campground, Chugach National Forest, AK	Mel Langdon	TRUE	yHQL550	Talaromyces amestolkiae	Pezizomycotina	Talaromyces	Arctic
Alaska	yHKS635	Mrakia gelida	Mrakia	Basidiomycota	60.691550, -151.289609	60.69155	-151.289609	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Alnus	Alnus sp.	Alder	NA	From same bag as #208	#207	a	YHKS_#207	10	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS635	Mrakia gelida	Basidiomycota	Mrakia	Arctic
Alaska	yHQL468	Tausonia pullulans	Tausonia	Basidiomycota	58.110718, -135.439694	58.110718	-135.439694	Animal	Bird	Feather	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	KS#299	b	YHQL_KS#299	10	Hoonah Island, Alaska	parents of Ryan Mority	TRUE	yHQL468	Tausonia pullulans	Basidiomycota	Tausonia	Arctic
Alaska	yHQL473	Cystofilobasidium sp.	Cystofilobasidium	Basidiomycota	56.463269, -132.379573	56.463269	-132.379573	Tree	Plant Matter	Bark	NA	NA	NA	NA	Populus	Populus sp.	Aspen	NA	hemlock soil/bark	KS#305	b	YHQL_KS#305	10	Wrangell Beach, AK	parents of Ryan Mority	TRUE	yHQL473	Cystofilobasidium sp.	Basidiomycota	Cystofilobasidium	Arctic
Alaska	yHKS567	Candida sake	Candida	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	#202	a	YHKS_#202	22	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Jacob Barnes	TRUE	yHKS567	Candida sake	Saccharomycotina	Candida	Arctic
Alaska	yHKS546	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Populus	Populus sp.	Aspen	NA	From same bag as #197	#196	a	YHKS_#196	22	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Jacob Barnes	TRUE	yHKS546	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes	Arctic
Alaska	yHQL536	Lecythophora sp.	Lecythophora	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	NA	QL#37	a	YHQL_QL#37	30	Coeur d'Alene campground, Chugach National Forest, AK	Mel Langdon	TRUE	yHQL536	Lecythophora sp.	Pezizomycotina	Lecythophora	Arctic
Alaska	yHKS558	Cadophora malorum	Cadophora	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Soil	Soil	Sand	NA	NA	NA	NA	NA	NA	NA	NA	NA	#209	a	YHKS_#209	22	Nikiski, Alaska (Deer Creek)	Jacob Barnes	TRUE	yHKS558	Cadophora malorum	Pezizomycotina	Cadophora	Arctic
Alaska	yHKS629	Candida sake	Candida	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	#202	a	YHKS_#202	10	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Jacob Barnes	TRUE	yHKS629	Candida sake	Saccharomycotina	Candida	Arctic
Alaska	yHKS549	Curvibasidium cygneicollum	Curvibasidium	Basidiomycota	60.476499, -150.330873	60.476499	-150.330873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula papyrifera	White Birch	NA	From same bag as #198	#199	a	YHKS_#199	22	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Jacob Barnes	TRUE	yHKS549	Curvibasidium cygneicollum	Basidiomycota	Curvibasidium	Arctic
Arkansas	yHKB305	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	35.6745,-90.0998	35.6745	-90.0998	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	RT21	a	YHKB_RT21	30	Keiser, AR	Kelly Buh	TRUE	yHKB305	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	South
Arkansas	yHKB329	Meyerozyma caribbica	Meyerozyma	Ascomycota	35.6745,-90.0998	35.6745	-90.0998	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	RT21	a	YHKB_RT21	22	Keiser, AR	Kelly Buh	TRUE	yHKB329	Meyerozyma caribbica	Saccharomycotina	Meyerozyma	South
Arkansas	yHKB310	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	35.6745,-90.0998	35.6745	-90.0998	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	RT21	b	YHKB_RT21	30	Keiser, AR	Kelly Buh	TRUE	yHKB310	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	South
California	yHQL446	Candida santamariae var. membranifaciens	Candida	Ascomycota	37.457021,-119.643303	37.457021	-119.643303	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus velutina	Black Oak	NA	NA	QL#21	c	YHQL_QL#21	10	Yosemite Nat'l Park, CA, 37°27'25.274N X 119°38'35.891W	Bill Vagt	TRUE	yHQL446	Candida santamariae	Saccharomycotina	Candida	West
California	yHQL453	Candida cretensis	Candida	Ascomycota	37.530983,-119.626228	37.530983	-119.626228	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	Fungus	NA	QL#23	a	YHQL_QL#23	10	Yosemite Nat'l Park, CA, 37°31'51.539N X 119°39'7.339W	Bill Vagt	TRUE	yHQL453	Teunomyces cretensis/kruisii complex	Saccharomycotina	Teunomyces	West
California	yHQL443	Hanseniaspora valbyensis	Hanseniaspora	Ascomycota	37.626981,-119.635941	37.626981	-119.635941	Tree	Plant Matter	Needles	NA	NA	NA	NA	Pinus	Pinus lambertiana	Sugar Pine	Sarcodes sanguinea	Lichen	QL#20	b	YHQL_QL#20	10	Yosemite Nat'l Park, CA, 37°37'37.1332N X 119°38'9.3862W	Bill Vagt	TRUE	yHQL443	Hanseniaspora valbyensis	Saccharomycotina	Hanseniaspora	West
California	yHQL495	Kwoniella heavenensis	Kwoniella	Basidiomycota	41.152729,-122.311318	41.152729	-122.311318	Plant	Plant Matter	Fruit	Rose hip	Rosaceae	Pome	NA	Rosa	Rosa californica	California Wildrose	NA	NA	QL#15	c	YHQL_QL#15	10	Castle Crags State Park, CA, 41°9'9.825N X 122°18'40.743W	Bill Vagt	TRUE	yHQL495	Kwoniella heveanensis	Basidiomycota	Kwoniella	West
California	yHQL324	Candida santamariae var. membranifaciens	Candida	Ascomycota	37.530983,-119.626228	37.530983	-119.626228	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	Fungus	NA	QL#23	a	YHQL_QL#23	22	Yosemite Nat'l Park, CA, 37°31'51.539N X 119°39'7.339W	Bill Vagt	TRUE	yHQL324	Candida santamariae	Saccharomycotina	Candida	West
